Latitude,Longitude,Gravity_anomaly
78.975,15.9484,-32.9
78.9917,15.9484,-37.4
79.0083,15.9484,-41.6
79.025,15.9484,-45.3
79.0417,15.9484,-48.5
79.0583,15.9484,-51.2
79.075,15.9484,-53.5
79.0917,15.9484,-55.2
79.1083,15.9484,-56.6
79.125,15.9484,-57.7
79.1417,15.9484,-58.6
79.1583,15.9484,-59.5
79.175,15.9484,-60.5
79.1917,15.9484,-61.8
79.2083,15.9484,-63.4
79.225,15.9484,-65.1
79.2417,15.9484,-67
79.2583,15.9484,-68.8
79.275,15.9484,-70.4
79.2917,15.9484,-71.6
79.3083,15.9484,-72.4
79.325,15.9484,-72.9
79.3417,15.9484,-72.9
79.3583,15.9484,-72.7
79.375,15.9484,-72.4
79.3917,15.9484,-72
79.4083,15.9484,-71.8
79.425,15.9484,-71.5
79.4417,15.9484,-71.3
79.4583,15.9484,-70.9
79.475,15.9484,-70.4
79.4917,15.9484,-69.8
79.5083,15.9484,-68.9
79.525,15.9484,-67.9
79.5417,15.9484,-66.8
79.5583,15.9484,-65.8
79.575,15.9484,-64.8
79.5917,15.9484,-64.1
79.6083,15.9484,-63.5
79.625,15.9484,-63.1
79.6417,15.9484,-62.7
79.6583,15.9484,-62.3
79.675,15.9484,-61.9
79.6917,15.9484,-61.4
79.7083,15.9484,-60.7
79.725,15.9484,-59.8
79.7417,15.9484,-58.8
79.7583,15.9484,-57.7
79.775,15.9484,-56.4
79.7917,15.9484,-54.8
79.8083,15.9484,-53.1
79.825,15.9484,-51.2
79.8417,15.9484,-49
79.8583,15.9484,-46.6
79.875,15.9484,-44
79.8917,15.9484,-41.4
79.9083,15.9484,-38.7
79.925,15.9484,-36.1
79.9417,15.9484,-33.6
79.9583,15.9484,-31.4
79.975,15.9484,-29.5
79.9917,15.9484,-28
80.0083,15.9484,-26.9
77.0083,15.9324,-53
77.025,15.9324,-52.8
77.0417,15.9324,-52.4
77.0583,15.9324,-51.9
77.075,15.9324,-51.3
77.0917,15.9324,-50.7
77.1083,15.9324,-50.2
77.125,15.9324,-49.7
77.1417,15.9324,-49.3
77.1583,15.9324,-48.9
77.175,15.9324,-48.5
77.1917,15.9324,-48
77.2083,15.9324,-47.4
77.225,15.9324,-46.9
77.2417,15.9324,-46.4
77.2583,15.9324,-46.1
77.275,15.9324,-46
77.2917,15.9324,-46.2
77.3083,15.9324,-46.5
77.325,15.9324,-46.9
77.3417,15.9324,-47.3
77.3583,15.9324,-47.6
77.375,15.9324,-47.8
77.3917,15.9324,-47.8
77.4083,15.9324,-47.6
77.425,15.9324,-47.4
77.4417,15.9324,-47.1
77.4583,15.9324,-47
77.475,15.9324,-46.9
77.4917,15.9324,-47
77.5083,15.9324,-47.2
77.525,15.9324,-47.3
77.5417,15.9324,-47.5
77.5583,15.9324,-47.4
77.575,15.9324,-47.3
77.5917,15.9324,-47.1
77.6083,15.9324,-46.8
77.625,15.9324,-46.6
77.6417,15.9324,-46.5
77.6583,15.9324,-46.5
77.675,15.9324,-46.8
77.6917,15.9324,-47.2
77.7083,15.9324,-47.7
77.725,15.9324,-48.2
77.7417,15.9324,-48.7
77.7583,15.9324,-49.1
77.775,15.9324,-49.4
77.7917,15.9324,-49.7
77.8083,15.9324,-50.1
77.825,15.9324,-50.5
77.8417,15.9324,-51.1
77.8583,15.9324,-51.8
77.875,15.9324,-52.5
77.8917,15.9324,-53.4
77.9083,15.9324,-54.2
77.925,15.9324,-55
77.9417,15.9324,-55.6
77.9583,15.9324,-56.2
77.975,15.9324,-56.8
77.9917,15.9324,-57.3
78.0083,15.9324,-58
78.025,15.9324,-58.8
78.0417,15.9324,-59.9
78.0583,15.9324,-61.1
78.075,15.9324,-62.6
78.0917,15.9324,-64.1
78.1083,15.9324,-65.7
78.125,15.9324,-67.2
78.1417,15.9324,-68.6
78.1583,15.9324,-69.6
78.175,15.9324,-70.4
78.1917,15.9324,-71
78.2083,15.9324,-71.2
78.225,15.9324,-71.3
78.2417,15.9324,-71.2
78.2583,15.9324,-71
78.275,15.9324,-70.8
78.2917,15.9324,-70.4
78.3083,15.9324,-70
78.325,15.9324,-69.4
78.3417,15.9324,-68.7
78.3583,15.9324,-67.8
78.375,15.9324,-66.8
78.3917,15.9324,-65.7
78.4083,15.9324,-64.5
78.425,15.9324,-63.3
78.4417,15.9324,-62.1
78.4583,15.9324,-60.9
78.475,15.9324,-59.6
78.4917,15.9324,-58.2
78.5083,15.9324,-56.5
78.525,15.9324,-54.7
78.5417,15.9324,-52.6
78.5583,15.9324,-50.3
78.575,15.9324,-47.9
78.5917,15.9324,-45.6
78.6083,15.9324,-43.4
78.625,15.9324,-41.5
78.6417,15.9324,-39.8
78.6583,15.9324,-38.3
78.675,15.9324,-36.8
78.6917,15.9324,-35.1
78.7083,15.9324,-32.9
78.725,15.9324,-30.2
78.7417,15.9324,-26.8
78.7583,15.9324,-22.9
78.775,15.9324,-18.7
78.7917,15.9324,-14.8
78.8083,15.9324,-11.4
78.825,15.9324,-9.1
78.8417,15.9324,-8.2
78.8583,15.9324,-8.8
78.875,15.9324,-10.9
78.8917,15.9324,-14.4
78.9083,15.9324,-18.9
78.925,15.9324,-24
78.9417,15.9324,-29.4
78.9583,15.9324,-34.6
78.975,15.9324,-39.5
78.9917,15.9324,-43.9
79.0083,15.9324,-47.9
79.025,15.9324,-51.2
79.0417,15.9324,-54
79.0583,15.9324,-56.4
79.075,15.9324,-58.2
79.0917,15.9324,-59.6
79.1083,15.9324,-60.6
79.125,15.9324,-61.3
79.1417,15.9324,-61.8
79.1583,15.9324,-62.2
79.175,15.9324,-62.8
79.1917,15.9324,-63.6
79.2083,15.9324,-64.7
79.225,15.9324,-66.1
79.2417,15.9324,-67.8
79.2583,15.9324,-69.5
79.275,15.9324,-71.1
79.2917,15.9324,-72.4
79.3083,15.9324,-73.4
79.325,15.9324,-73.9
79.3417,15.9324,-74
79.3583,15.9324,-73.8
79.375,15.9324,-73.4
79.3917,15.9324,-72.9
79.4083,15.9324,-72.3
79.425,15.9324,-71.8
79.4417,15.9324,-71.3
79.4583,15.9324,-70.7
79.475,15.9324,-70
79.4917,15.9324,-69.2
79.5083,15.9324,-68.3
79.525,15.9324,-67.2
79.5417,15.9324,-66.1
79.5583,15.9324,-65.1
79.575,15.9324,-64.1
79.5917,15.9324,-63.4
79.6083,15.9324,-62.8
79.625,15.9324,-62.3
79.6417,15.9324,-61.9
79.6583,15.9324,-61.6
79.675,15.9324,-61.1
79.6917,15.9324,-60.6
79.7083,15.9324,-59.9
79.725,15.9324,-59
79.7417,15.9324,-58
79.7583,15.9324,-56.8
79.775,15.9324,-55.4
79.7917,15.9324,-53.8
79.8083,15.9324,-51.9
79.825,15.9324,-50
79.8417,15.9324,-47.7
79.8583,15.9324,-45.4
79.875,15.9324,-42.9
79.8917,15.9324,-40.4
79.9083,15.9324,-37.8
79.925,15.9324,-35.4
79.9417,15.9324,-33.1
79.9583,15.9324,-30.9
79.975,15.9324,-29.1
79.9917,15.9324,-27.5
80.0083,15.9324,-26.3
77.0083,15.9163,-53.7
77.025,15.9163,-53.6
77.0417,15.9163,-53.2
77.0583,15.9163,-52.6
77.075,15.9163,-52
77.0917,15.9163,-51.4
77.1083,15.9163,-50.8
77.125,15.9163,-50.2
77.1417,15.9163,-49.7
77.1583,15.9163,-49.2
77.175,15.9163,-48.6
77.1917,15.9163,-48
77.2083,15.9163,-47.3
77.225,15.9163,-46.7
77.2417,15.9163,-46.2
77.2583,15.9163,-45.9
77.275,15.9163,-45.9
77.2917,15.9163,-46
77.3083,15.9163,-46.3
77.325,15.9163,-46.8
77.3417,15.9163,-47.2
77.3583,15.9163,-47.5
77.375,15.9163,-47.7
77.3917,15.9163,-47.7
77.4083,15.9163,-47.5
77.425,15.9163,-47.3
77.4417,15.9163,-47
77.4583,15.9163,-46.9
77.475,15.9163,-46.9
77.4917,15.9163,-47
77.5083,15.9163,-47.2
77.525,15.9163,-47.4
77.5417,15.9163,-47.6
77.5583,15.9163,-47.6
77.575,15.9163,-47.5
77.5917,15.9163,-47.3
77.6083,15.9163,-47.1
77.625,15.9163,-46.9
77.6417,15.9163,-46.8
77.6583,15.9163,-46.9
77.675,15.9163,-47.1
77.6917,15.9163,-47.5
77.7083,15.9163,-47.9
77.725,15.9163,-48.4
77.7417,15.9163,-48.8
77.7583,15.9163,-49.2
77.775,15.9163,-49.5
77.7917,15.9163,-49.8
77.8083,15.9163,-50.2
77.825,15.9163,-50.7
77.8417,15.9163,-51.4
77.8583,15.9163,-52.1
77.875,15.9163,-53
77.8917,15.9163,-53.9
77.9083,15.9163,-54.7
77.925,15.9163,-55.4
77.9417,15.9163,-55.9
77.9583,15.9163,-56.3
